Pixel,WL,Used,ADC(1)
231,510,1,486.7768595
232,510.244,1,528.0991736
233,510.488,1,486.7768595
234,510.732,1,408.2644628
235,510.976,1,443.8016529
236,511.22,1,514.0495868
237,511.463,1,461.1570248
238,511.707,1,409.9173554
239,511.951,1,345.4545455
240,512.195,1,412.3966942
241,512.439,1,495.8677686
242,512.683,1,459.5041322
243,512.927,1,472.7272727
244,513.171,1,457.0247934
245,513.415,1,432.231405
246,513.659,1,519.8347107
247,513.903,1,476.8595041
248,514.146,1,471.9008264
249,514.39,1,294.214876
250,514.634,1,322.3140496
251,514.878,1,283.4710744
252,515.122,1,390.9090909
253,515.366,1,500
254,515.61,1,414.8760331
255,515.854,1,432.231405
256,516.098,1,404.9586777
257,516.342,1,403.3057851
258,516.585,1,363.6363636
259,516.829,1,355.3719008
260,517.073,1,409.0909091
261,517.317,1,231.4049587
262,517.561,1,431.4049587
263,517.805,1,408.2644628
264,518.049,1,314.8760331
265,518.293,1,582.6446281
266,518.537,1,359.5041322
267,518.781,1,390.0826446
268,519.024,1,328.0991736
269,519.268,1,276.8595041
270,519.512,1,279.338843
271,519.756,1,323.1404959
272,520,1,314.8760331
273,520.263,1,386.7768595
274,520.526,1,311.5702479
275,520.79,1,478.5123967
276,521.053,1,281.8181818
277,521.316,1,380.1652893
278,521.579,1,301.6528926
279,521.842,1,359.5041322
280,522.105,1,297.5206612
281,522.368,1,148.7603306
282,522.632,1,232.231405
283,522.895,1,349.5867769
284,523.158,1,399.1735537
285,523.421,1,326.446281
286,523.684,1,317.3553719
287,523.947,1,402.4793388
288,524.211,1,205.785124
289,524.474,1,276.8595041
290,524.737,1,251.2396694
291,525,1,225.6198347
292,525.263,1,286.7768595
293,525.526,1,223.9669421
294,525.79,1,303.3057851
295,526.053,1,356.1983471
296,526.316,1,376.0330579
297,526.579,1,291.7355372
298,526.842,1,132.231405
299,527.105,1,417.3553719
300,527.368,1,212.3966942
301,527.632,1,353.7190083
302,527.895,1,324.7933884
303,528.158,1,275.2066116
304,528.421,1,392.5619835
305,528.684,1,342.1487603
306,528.947,1,198.3471074
307,529.211,1,280.1652893
308,529.474,1,298.3471074
309,529.737,1,257.8512397
310,530,1,295.8677686
311,530.286,1,400
312,530.571,1,219.0082645
313,530.857,1,326.446281
314,531.143,1,329.7520661
315,531.429,1,394.214876
316,531.714,1,488.4297521
317,532,1,186.7768595
318,532.286,1,308.2644628
319,532.571,1,298.3471074
320,532.857,1,270.2479339
321,533.143,1,419.0082645
322,533.429,1,219.8347107
323,533.714,1,407.4380165
324,534,1,262.8099174
325,534.286,1,410.7438017
326,534.571,1,298.3471074
327,534.857,1,291.7355372
328,535.143,1,368.5950413
329,535.429,1,252.892562
330,535.714,1,147.9338843
331,536,1,254.5454545
332,536.286,1,375.2066116
333,536.571,1,354.5454545
334,536.857,1,328.0991736
335,537.143,1,344.6280992
336,537.429,1,268.5950413
337,537.714,1,358.677686
338,538,1,233.0578512
339,538.286,1,263.6363636
340,538.571,1,361.9834711
341,538.857,1,263.6363636
342,539.143,1,325.6198347
343,539.429,1,397.5206612
344,539.714,1,409.0909091
345,540,1,372.7272727
346,540.286,1,275.2066116
347,540.571,1,369.4214876
348,540.857,1,300.8264463
349,541.143,1,336.3636364
350,541.429,1,300
351,541.714,1,280.9917355
352,542,1,344.6280992
353,542.286,1,392.5619835
354,542.571,1,351.2396694
355,542.857,1,349.5867769
356,543.143,1,333.0578512
357,543.429,1,232.231405
358,543.714,1,339.6694215
359,544,1,335.5371901
360,544.286,1,366.9421488
361,544.571,1,312.3966942
362,544.857,1,220.661157
363,545.143,1,390.9090909
364,545.429,1,373.553719
365,545.714,1,392.5619835
366,546,1,306.6115702
367,546.286,1,257.0247934
368,546.571,1,290.9090909
369,546.857,1,322.3140496
370,547.143,1,438.8429752
371,547.429,1,385.9504132
372,547.714,1,341.322314
373,548,1,314.0495868
374,548.286,1,405.785124
375,548.571,1,427.2727273
376,548.857,1,283.4710744
377,549.143,1,314.8760331
378,549.429,1,190.9090909
379,549.714,1,319.8347107
380,550,1,365.2892562
381,550.313,1,299.1735537
382,550.625,1,403.3057851
383,550.938,1,379.338843
384,551.25,1,372.7272727
385,551.563,1,275.2066116
386,551.875,1,247.9338843
387,552.188,1,240.4958678
388,552.5,1,301.6528926
389,552.813,1,295.0413223
390,553.125,1,307.4380165
391,553.438,1,342.1487603
392,553.75,1,443.8016529
393,554.063,1,342.9752066
394,554.375,1,364.4628099
395,554.688,1,341.322314
396,555,1,313.2231405
397,555.313,1,280.9917355
398,555.625,1,234.7107438
399,555.938,1,270.2479339
400,556.25,1,343.8016529
401,556.563,1,379.338843
402,556.875,1,300.8264463
403,557.188,1,393.3884298
404,557.5,1,397.5206612
405,557.813,1,260.3305785
406,558.125,1,287.6033058
407,558.438,1,273.553719
408,558.75,1,323.1404959
409,559.063,1,195.0413223
410,559.375,1,240.4958678
411,559.688,1,282.6446281
412,560,1,385.9504132
413,560.294,1,352.892562
414,560.588,1,322.3140496
415,560.882,1,327.2727273
416,561.177,1,346.2809917
417,561.471,1,233.8842975
418,561.765,1,219.0082645
419,562.059,1,383.4710744
420,562.353,1,366.1157025
421,562.647,1,304.1322314
422,562.941,1,281.8181818
423,563.235,1,314.8760331
424,563.529,1,346.2809917
425,563.824,1,334.7107438
426,564.118,1,227.2727273
427,564.412,1,263.6363636
428,564.706,1,454.5454545
429,565,1,207.4380165
430,565.294,1,351.2396694
431,565.588,1,298.3471074
432,565.882,1,400
433,566.177,1,440.4958678
434,566.471,1,260.3305785
435,566.765,1,301.6528926
436,567.059,1,197.5206612
437,567.353,1,253.7190083
438,567.647,1,328.9256198
439,567.941,1,238.8429752
440,568.235,1,385.9504132
441,568.529,1,147.9338843
442,568.824,1,270.2479339
443,569.118,1,313.2231405
444,569.412,1,247.107438
445,569.706,1,270.2479339
446,570,1,238.8429752
447,570.27,1,128.0991736
448,570.541,1,242.9752066
449,570.811,1,284.2975207
450,571.081,1,266.1157025
451,571.351,1,184.2975207
452,571.622,1,404.1322314
453,571.892,1,161.1570248
454,572.162,1,223.1404959
455,572.432,1,168.5950413
456,572.703,1,199.1735537
457,572.973,1,197.5206612
458,573.243,1,90.90909091
459,573.514,1,137.1900826
460,573.784,1,169.4214876
461,574.054,1,161.1570248
462,574.324,1,247.9338843
463,574.595,1,128.9256198
464,574.865,1,312.3966942
465,575.135,1,144.6280992
466,575.405,1,165.2892562
467,575.676,1,252.0661157
468,575.946,1,146.2809917
469,576.216,1,202.4793388
470,576.487,1,233.0578512
471,576.757,1,333.0578512
472,577.027,1,280.1652893
473,577.297,1,280.1652893
474,577.568,1,257.0247934
475,577.838,1,214.0495868
476,578.108,1,362.8099174
477,578.378,1,161.1570248
478,578.649,1,274.3801653
479,578.919,1,290.9090909
480,579.189,1,255.3719008
481,579.46,1,322.3140496
482,579.73,1,361.1570248
483,580,1,282.6446281
484,580.323,1,312.3966942
485,580.645,1,224.7933884
486,580.968,1,177.6859504
487,581.29,1,377.6859504
488,581.613,1,349.5867769
489,581.936,1,223.9669421
490,582.258,1,199.1735537
491,582.581,1,268.5950413
492,582.903,1,261.1570248
493,583.226,1,274.3801653
494,583.548,1,194.214876
495,583.871,1,116.5289256
496,584.194,1,190.0826446
497,584.516,1,154.5454545
498,584.839,1,133.0578512
499,585.161,1,343.8016529
500,585.484,1,205.785124
501,585.807,1,200.8264463
502,586.129,1,174.3801653
503,586.452,1,227.2727273
504,586.774,1,154.5454545
505,587.097,1,134.7107438
506,587.419,1,174.3801653
507,587.742,1,204.9586777
508,588.065,1,284.2975207
509,588.387,1,268.5950413
510,588.71,1,201.6528926
511,589.032,1,328.0991736
512,589.355,1,286.7768595
513,589.677,1,288.4297521
514,590,1,192.5619835
515,590.263,1,159.5041322
516,590.526,1,317.3553719
517,590.79,1,195.0413223
518,591.053,1,390.0826446
519,591.316,1,323.9669421
520,591.579,1,378.5123967
521,591.842,1,452.0661157
522,592.105,1,214.0495868
523,592.368,1,283.4710744
524,592.632,1,345.4545455
525,592.895,1,380.9917355
526,593.158,1,240.4958678
527,593.421,1,280.1652893
528,593.684,1,335.5371901
529,593.947,1,389.2561983
530,594.211,1,422.3140496
531,594.474,1,415.7024793
532,594.737,1,425.6198347
533,595,1,381.8181818
534,595.263,1,227.2727273
535,595.526,1,337.1900826
536,595.79,1,301.6528926
537,596.053,1,304.1322314
538,596.316,1,259.5041322
539,596.579,1,314.0495868
540,596.842,1,331.4049587
541,597.105,1,330.5785124
542,597.368,1,342.9752066
543,597.632,1,368.5950413
544,597.895,1,303.3057851
545,598.158,1,288.4297521
546,598.421,1,183.4710744
547,598.684,1,329.7520661
548,598.947,1,359.5041322
549,599.211,1,340.4958678
550,599.474,1,343.8016529
551,599.737,1,240.4958678
552,600,1,308.2644628
553,600.286,1,241.322314
554,600.571,1,196.6942149
555,600.857,1,273.553719
556,601.143,1,205.785124
557,601.429,1,448.7603306
558,601.714,1,204.1322314
559,602,1,316.5289256
560,602.286,1,419.8347107
561,602.571,1,391.7355372
562,602.857,1,371.9008264
563,603.143,1,452.892562
564,603.429,1,271.0743802
565,603.714,1,314.0495868
566,604,1,468.5950413
567,604.286,1,529.7520661
568,604.571,1,366.1157025
569,604.857,1,476.8595041
570,605.143,1,411.5702479
571,605.429,1,465.2892562
572,605.714,1,488.4297521
573,606,1,375.2066116
574,606.286,1,478.5123967
575,606.571,1,478.5123967
576,606.857,1,397.5206612
577,607.143,1,533.8842975
578,607.429,1,451.2396694
579,607.714,1,710.7438017
580,608,1,492.5619835
581,608.286,1,626.446281
582,608.571,1,478.5123967
583,608.857,1,547.9338843
584,609.143,1,561.9834711
585,609.429,1,442.9752066
586,609.714,1,534.7107438
587,610,1,575.2066116
588,610.294,1,566.1157025
589,610.588,1,483.4710744
590,610.882,1,600
591,611.177,1,552.0661157
592,611.471,1,552.892562
593,611.765,1,576.0330579
594,612.059,1,461.9834711
595,612.353,1,519.0082645
596,612.647,1,524.7933884
597,612.941,1,417.3553719
598,613.235,1,542.9752066
599,613.529,1,660.3305785
600,613.824,1,532.231405
601,614.118,1,546.2809917
602,614.412,1,490.0826446
603,614.706,1,551.2396694
604,615,1,561.1570248
605,615.294,1,541.322314
606,615.588,1,500
607,615.882,1,577.6859504
608,616.177,1,600.8264463
609,616.471,1,582.6446281
610,616.765,1,524.7933884
611,617.059,1,661.9834711
612,617.353,1,580.9917355
613,617.647,1,434.7107438
614,617.941,1,538.0165289
615,618.235,1,513.2231405
616,618.529,1,602.4793388
617,618.824,1,595.8677686
618,619.118,1,440.4958678
619,619.412,1,531.4049587
620,619.706,1,546.2809917
621,620,1,428.9256198
622,620.238,1,492.5619835
623,620.476,1,498.3471074
624,620.714,1,505.785124
625,620.952,1,580.9917355
626,621.191,1,521.4876033
627,621.429,1,471.0743802
628,621.667,1,515.7024793
629,621.905,1,549.5867769
630,622.143,1,541.322314
631,622.381,1,580.9917355
632,622.619,1,467.768595
633,622.857,1,423.9669421
634,623.095,1,428.9256198
635,623.333,1,579.338843
636,623.571,1,614.8760331
637,623.81,1,561.9834711
638,624.048,1,620.661157
639,624.286,1,571.0743802
640,624.524,1,571.0743802
641,624.762,1,589.2561983
642,625,1,504.9586777
643,625.238,1,504.9586777
644,625.476,1,539.6694215
645,625.714,1,467.768595
646,625.952,1,483.4710744
647,626.191,1,607.4380165
648,626.429,1,566.9421488
649,626.667,1,540.4958678
650,626.905,1,546.2809917
651,627.143,1,445.4545455
652,627.381,1,538.0165289
653,627.619,1,541.322314
654,627.857,1,550.4132231
655,628.095,1,500.8264463
656,628.333,1,471.0743802
657,628.571,1,547.107438
658,628.81,1,530.5785124
659,629.048,1,677.6859504
660,629.286,1,628.0991736
661,629.524,1,611.5702479
662,629.762,1,617.3553719
663,630,1,503.3057851
664,630.323,1,667.768595
665,630.645,1,551.2396694
666,630.968,1,595.8677686
667,631.29,1,664.4628099
668,631.613,1,620.661157
669,631.936,1,610.7438017
670,632.258,1,619.0082645
671,632.581,1,641.322314
672,632.903,1,567.768595
673,633.226,1,567.768595
674,633.548,1,680.9917355
675,633.871,1,587.6033058
676,634.194,1,619.8347107
677,634.516,1,549.5867769
678,634.839,1,609.9173554
679,635.161,1,691.7355372
680,635.484,1,670.2479339
681,635.807,1,623.9669421
682,636.129,1,473.553719
683,636.452,1,585.1239669
684,636.774,1,666.9421488
685,637.097,1,544.6280992
686,637.419,1,796.6942149
687,637.742,1,528.0991736
688,638.065,1,681.8181818
689,638.387,1,670.2479339
690,638.71,1,686.7768595
691,639.032,1,777.6859504
692,639.355,1,607.4380165
693,639.677,1,600
694,640,1,703.3057851
695,640.27,1,713.2231405
696,640.541,1,790.9090909
697,640.811,1,585.1239669
698,641.081,1,771.0743802
699,641.351,1,675.2066116
700,641.622,1,684.2975207
701,641.892,1,655.3719008
702,642.162,1,630.5785124
703,642.432,1,706.6115702
704,642.703,1,687.6033058
705,642.973,1,801.6528926
706,643.243,1,669.4214876
707,643.514,1,686.7768595
708,643.784,1,855.3719008
709,644.054,1,670.2479339
710,644.324,1,797.5206612
711,644.595,1,759.5041322
712,644.865,1,792.5619835
713,645.135,1,790.0826446
714,645.405,1,657.0247934
715,645.676,1,813.2231405
716,645.946,1,982.6446281
717,646.216,1,841.322314
718,646.487,1,919.0082645
719,646.757,1,889.2561983
720,647.027,1,892.5619835
721,647.297,1,925.6198347
722,647.568,1,950.4132231
723,647.838,1,890.0826446
724,648.108,1,833.8842975
725,648.378,1,889.2561983
726,648.649,1,885.1239669
727,648.919,1,976.0330579
728,649.189,1,1019.008264
729,649.46,1,951.2396694
730,649.73,1,902.4793388
731,650,1,853.7190083
732,650.294,1,977.6859504
733,650.588,1,966.9421488
734,650.882,1,1057.024793
735,651.177,1,921.4876033
736,651.471,1,844.6280992
737,651.765,1,1043.801653
738,652.059,1,915.7024793
739,652.353,1,980.9917355
740,652.647,1,1150.413223
741,652.941,1,921.4876033
742,653.235,1,1057.024793
743,653.529,1,1107.438017
744,653.824,1,1019.834711
745,654.118,1,1094.214876
746,654.412,1,1142.14876
747,654.706,1,1115.702479
748,655,1,1200
749,655.294,1,1153.719008
750,655.588,1,1204.958678
751,655.882,1,1113.22314
752,656.177,1,1212.396694
753,656.471,1,1272.727273
754,656.765,1,1211.570248
755,657.059,1,1395.041322
756,657.353,1,1131.404959
757,657.647,1,1269.421488
758,657.941,1,1380.991736
759,658.235,1,1364.46281
760,658.529,1,1408.264463
761,658.824,1,1338.016529
762,659.118,1,1271.900826
763,659.412,1,1321.487603
764,659.706,1,1579.338843
765,660,1,1471.07438
766,660.303,1,1483.471074
767,660.606,1,1627.272727
768,660.909,1,1495.041322
769,661.212,1,1537.190083
770,661.515,1,1462.809917
771,661.818,1,1562.809917
772,662.121,1,1570.247934
773,662.424,1,1428.92562
774,662.727,1,1536.363636
775,663.03,1,1537.190083
776,663.333,1,1622.31405
777,663.636,1,1584.297521
778,663.939,1,1529.752066
779,664.242,1,1613.22314
780,664.546,1,1515.702479
781,664.849,1,1709.917355
782,665.152,1,1666.942149
783,665.455,1,1700.826446
784,665.758,1,1757.024793
785,666.061,1,1771.900826
786,666.364,1,1914.876033
787,666.667,1,1885.950413
788,666.97,1,2003.305785
789,667.273,1,1962.809917
790,667.576,1,1865.289256
791,667.879,1,2018.181818
792,668.182,1,1952.892562
793,668.485,1,2072.727273
794,668.788,1,2131.404959
795,669.091,1,2227.272727
796,669.394,1,2354.545455
797,669.697,1,2257.85124
798,670,1,2218.181818
799,670.313,1,2156.198347
800,670.625,1,2350.413223
801,670.938,1,2323.966942
802,671.25,1,2040.495868
803,671.563,1,2490.082645
804,671.875,1,2444.628099
805,672.188,1,2445.454545
806,672.5,1,2264.46281
807,672.813,1,2367.768595
808,673.125,1,2688.429752
809,673.438,1,2662.809917
810,673.75,1,2587.603306
811,674.063,1,2588.429752
812,674.375,1,2928.099174
813,674.688,1,2905.785124
814,675,1,3020.661157
815,675.313,1,3314.876033
816,675.625,1,3343.801653
817,675.938,1,3691.735537
818,676.25,1,3643.801653
819,676.563,1,4028.099174
820,676.875,1,4227.272727
821,677.188,1,4286.77686
822,677.5,1,4688.429752
823,677.813,1,4857.024793
824,678.125,1,5371.07438
825,678.438,1,5877.68595
826,678.75,1,6026.446281
827,679.063,1,6912.396694
828,679.375,1,7277.68595
829,679.688,1,7523.140496
830,680,1,8432.231405
831,680.4,1,9413.22314
832,680.8,1,11189.2562
833,681.2,1,11993.38843
834,681.6,1,12840.49587
835,682,1,14339.66942
836,682.4,1,14583.47107
837,682.8,1,15561.15702
838,683.2,1,16147.93388
839,683.6,1,17503.30579
840,684,1,18239.66942
841,684.4,1,18687.60331
842,684.8,1,19308.26446
843,685.2,1,20562.80992
844,685.6,1,20934.71074
845,686,1,22093.38843
846,686.4,1,21614.04959
847,686.8,1,22633.8843
848,687.2,1,23405.78512
849,687.6,1,24296.69421
850,688,1,24333.8843
851,688.4,1,24716.52893
852,688.8,1,25351.23967
853,689.2,1,25430.57851
854,689.6,1,26569.42149
855,690,1,26744.6281
856,690.286,1,27261.98347
857,690.571,1,27252.89256
858,690.857,1,28097.52066
859,691.143,1,27957.85124
860,691.429,1,27661.98347
861,691.714,1,28514.87603
862,692,1,28524.79339
863,692.286,1,28529.75207
864,692.571,1,28872.72727
865,692.857,1,29209.91736
866,693.143,1,29691.73554
867,693.429,1,29326.44628
868,693.714,1,29628.92562
869,694,1,29387.60331
870,694.286,1,29648.76033
871,694.571,1,29291.73554
872,694.857,1,29744.6281
873,695.143,1,29850.41322
874,695.429,1,29290.08264
875,695.714,1,29558.67769
876,696,1,29341.32231
877,696.286,1,29577.68595
878,696.571,1,29861.98347
879,696.857,1,29281.81818
880,697.143,1,29523.1405
881,697.429,1,29703.30579
882,697.714,1,29595.86777
883,698,1,29728.09917
884,698.286,1,29688.42975
885,698.571,1,29063.63636
886,698.857,1,29023.96694
887,699.143,1,28293.38843
888,699.429,1,28742.97521
889,699.714,1,29003.30579
890,700,1,28948.76033
891,700.294,1,27790.90909
892,700.588,1,27957.85124
893,700.882,1,27847.93388
894,701.177,1,27483.47107
895,701.471,1,26660.33058
896,701.765,1,25916.52893
897,702.059,1,26455.3719
898,702.353,1,25113.22314
899,702.647,1,24594.21488
900,702.941,1,23713.22314
901,703.235,1,23311.57025
902,703.529,1,22757.85124
903,703.824,1,22686.77686
904,704.118,1,21820.66116
905,704.412,1,20690.90909
906,704.706,1,19623.96694
907,705,1,19496.69421
908,705.294,1,18653.71901
909,705.588,1,18095.86777
910,705.882,1,17108.26446
911,706.177,1,16146.28099
912,706.471,1,15563.63636
913,706.765,1,14666.94215
914,707.059,1,13771.07438
915,707.353,1,13303.30579
916,707.647,1,12855.3719
917,707.941,1,12955.3719
918,708.235,1,11958.67769
919,708.529,1,11237.19008
920,708.824,1,10380.16529
921,709.118,1,9072.727273
922,709.412,1,8447.933884
923,709.706,1,7847.107438
924,710,1,7514.049587
925,710.313,1,7081.818182
926,710.625,1,6657.024793
927,710.938,1,6523.140496
928,711.25,1,5633.884298
929,711.563,1,5379.338843
930,711.875,1,4879.338843
931,712.188,1,4542.975207
932,712.5,1,4244.628099
933,712.813,1,3946.280992
934,713.125,1,3660.330579
935,713.438,1,3348.760331
936,713.75,1,3050.413223
937,714.063,1,3137.190083
938,714.375,1,2831.404959
939,714.688,1,2852.066116
940,715,1,2712.396694
941,715.313,1,2330.578512
942,715.625,1,2317.355372
943,715.938,1,1915.702479
944,716.25,1,2005.785124
945,716.563,1,1794.214876
946,716.875,1,1776.859504
947,717.188,1,1499.173554
948,717.5,1,1358.677686
949,717.813,1,1412.396694
950,718.125,1,1346.280992
951,718.438,1,1245.454545
952,718.75,1,1228.099174
953,719.063,1,1033.884298
954,719.375,1,1090.082645
955,719.688,1,1040.495868
956,720,1,1091.735537
957,720.294,1,823.1404959
958,720.588,1,784.2975207
959,720.882,1,861.9834711
960,721.177,1,794.214876
961,721.471,1,942.1487603
962,721.765,1,756.1983471
963,722.059,1,794.214876
964,722.353,1,819.8347107
965,722.647,1,626.446281
966,722.941,1,711.5702479
967,723.235,1,521.4876033
968,723.529,1,698.3471074
969,723.824,1,614.8760331
970,724.118,1,526.446281
971,724.412,1,645.4545455
972,724.706,1,577.6859504
973,725,1,541.322314
974,725.294,1,675.2066116
975,725.588,1,552.0661157
976,725.882,1,627.2727273
977,726.177,1,576.0330579
978,726.471,1,534.7107438
979,726.765,1,481.8181818
980,727.059,1,574.3801653
981,727.353,1,499.1735537
982,727.647,1,496.6942149
983,727.941,1,561.9834711
984,728.235,1,476.0330579
985,728.529,1,546.2809917
986,728.824,1,481.8181818
987,729.118,1,468.5950413
988,729.412,1,547.9338843
989,729.706,1,328.0991736
990,730,1,498.3471074
991,730.25,1,389.2561983
992,730.5,1,427.2727273
993,730.75,1,502.4793388
994,731,1,405.785124
995,731.25,1,476.0330579
996,731.5,1,460.3305785
997,731.75,1,339.6694215
998,732,1,370.2479339
999,732.25,1,493.3884298
1000,732.5,1,450.4132231
1001,732.75,1,437.1900826
1002,733,1,354.5454545
1003,733.25,1,336.3636364
1004,733.5,1,392.5619835
1005,733.75,1,471.9008264
1006,734,1,389.2561983
1007,734.25,1,340.4958678
1008,734.5,1,390.9090909
1009,734.75,1,379.338843
1010,735,1,447.9338843
1011,735.25,1,513.2231405
1012,735.5,1,419.0082645
1013,735.75,1,377.6859504
