Pixel,WL,Used,ADC(1)
210,504.324,1,198.1927711
211,504.595,1,269.2771084
212,504.865,1,248.7951807
213,505.135,1,88.55421687
214,505.405,1,296.9879518
215,505.676,1,278.9156627
216,505.946,1,316.8674699
217,506.216,1,225.3012048
218,506.487,1,240.3614458
219,506.757,1,159.0361446
220,507.027,1,272.2891566
221,507.297,1,228.9156627
222,507.568,1,221.0843373
223,507.838,1,281.3253012
224,508.108,1,190.9638554
225,508.378,1,286.746988
226,508.649,1,250.6024096
227,508.919,1,316.8674699
228,509.189,1,283.1325301
229,509.46,1,203.0120482
230,509.73,1,243.373494
231,510,1,272.8915663
232,510.244,1,288.5542169
233,510.488,1,260.2409639
234,510.732,1,206.0240964
235,510.976,1,244.5783133
236,511.22,1,287.3493976
237,511.463,1,257.8313253
238,511.707,1,242.1686747
239,511.951,1,192.1686747
240,512.195,1,229.5180723
241,512.439,1,322.8915663
242,512.683,1,278.313253
243,512.927,1,281.3253012
244,513.171,1,227.7108434
245,513.415,1,245.1807229
246,513.659,1,381.3253012
247,513.903,1,307.8313253
248,514.146,1,313.253012
249,514.39,1,187.3493976
250,514.634,1,204.2168675
251,514.878,1,183.7349398
252,515.122,1,291.5662651
253,515.366,1,344.5783133
254,515.61,1,291.5662651
255,515.854,1,300.6024096
256,516.098,1,266.8674699
257,516.342,1,298.7951807
258,516.585,1,242.7710843
259,516.829,1,231.3253012
260,517.073,1,259.6385542
261,517.317,1,123.4939759
262,517.561,1,282.5301205
263,517.805,1,277.7108434
264,518.049,1,196.9879518
265,518.293,1,396.3855422
266,518.537,1,201.8072289
267,518.781,1,254.8192771
268,519.024,1,213.8554217
269,519.268,1,156.0240964
270,519.512,1,184.939759
271,519.756,1,215.6626506
272,520,1,233.7349398
273,520.263,1,277.7108434
274,520.526,1,221.0843373
275,520.79,1,338.5542169
276,521.053,1,204.2168675
277,521.316,1,277.7108434
278,521.579,1,204.8192771
279,521.842,1,253.6144578
280,522.105,1,217.4698795
281,522.368,1,128.9156627
282,522.632,1,156.626506
283,522.895,1,239.1566265
284,523.158,1,308.4337349
285,523.421,1,212.0481928
286,523.684,1,225.9036145
287,523.947,1,300
288,524.211,1,175.9036145
289,524.474,1,194.5783133
290,524.737,1,209.0361446
291,525,1,205.4216867
292,525.263,1,251.2048193
293,525.526,1,218.6746988
294,525.79,1,224.6987952
295,526.053,1,325.9036145
296,526.316,1,337.9518072
297,526.579,1,283.7349398
298,526.842,1,195.1807229
299,527.105,1,382.5301205
300,527.368,1,289.7590361
301,527.632,1,410.8433735
302,527.895,1,390.3614458
303,528.158,1,377.1084337
304,528.421,1,413.8554217
305,528.684,1,387.3493976
306,528.947,1,299.3975904
307,529.211,1,392.1686747
308,529.474,1,393.373494
309,529.737,1,390.9638554
310,530,1,372.2891566
311,530.286,1,552.4096386
312,530.571,1,352.4096386
313,530.857,1,417.4698795
314,531.143,1,424.0963855
315,531.429,1,492.1686747
316,531.714,1,570.4819277
317,532,1,336.746988
318,532.286,1,425.9036145
319,532.571,1,451.2048193
320,532.857,1,463.253012
321,533.143,1,570.4819277
322,533.429,1,383.7349398
323,533.714,1,504.2168675
324,534,1,459.6385542
325,534.286,1,544.5783133
326,534.571,1,532.5301205
327,534.857,1,501.2048193
328,535.143,1,551.2048193
329,535.429,1,450
330,535.714,1,348.7951807
331,536,1,477.7108434
332,536.286,1,564.4578313
333,536.571,1,505.4216867
334,536.857,1,482.5301205
335,537.143,1,496.9879518
336,537.429,1,430.7228916
337,537.714,1,471.686747
338,538,1,381.9277108
339,538.286,1,349.3975904
340,538.571,1,462.0481928
341,538.857,1,369.2771084
342,539.143,1,410.2409639
343,539.429,1,434.3373494
344,539.714,1,462.0481928
345,540,1,411.4457831
346,540.286,1,330.7228916
347,540.571,1,400.6024096
348,540.857,1,346.9879518
349,541.143,1,350
350,541.429,1,348.7951807
351,541.714,1,316.2650602
352,542,1,356.626506
353,542.286,1,398.1927711
354,542.571,1,352.4096386
355,542.857,1,369.2771084
356,543.143,1,345.7831325
357,543.429,1,262.0481928
358,543.714,1,343.9759036
359,544,1,337.9518072
360,544.286,1,345.1807229
361,544.571,1,313.253012
362,544.857,1,239.1566265
363,545.143,1,353.0120482
364,545.429,1,354.8192771
365,545.714,1,330.7228916
366,546,1,272.2891566
367,546.286,1,229.5180723
368,546.571,1,245.1807229
369,546.857,1,293.373494
370,547.143,1,337.3493976
371,547.429,1,312.6506024
372,547.714,1,271.0843373
373,548,1,235.5421687
374,548.286,1,316.2650602
375,548.571,1,322.2891566
376,548.857,1,212.6506024
377,549.143,1,240.3614458
378,549.429,1,188.5542169
379,549.714,1,254.2168675
380,550,1,336.1445783
381,550.313,1,224.0963855
382,550.625,1,322.8915663
383,550.938,1,302.4096386
384,551.25,1,289.7590361
385,551.563,1,223.4939759
386,551.875,1,207.8313253
387,552.188,1,198.1927711
388,552.5,1,244.5783133
389,552.813,1,233.1325301
390,553.125,1,238.5542169
391,553.438,1,269.2771084
392,553.75,1,341.5662651
393,554.063,1,248.1927711
394,554.375,1,267.4698795
395,554.688,1,254.8192771
396,555,1,236.746988
397,555.313,1,210.8433735
398,555.625,1,148.1927711
399,555.938,1,201.8072289
400,556.25,1,227.1084337
401,556.563,1,267.4698795
402,556.875,1,209.0361446
403,557.188,1,284.939759
404,557.5,1,265.6626506
405,557.813,1,171.0843373
406,558.125,1,230.7228916
407,558.438,1,220.4819277
408,558.75,1,268.6746988
409,559.063,1,151.2048193
410,559.375,1,181.3253012
411,559.688,1,206.626506
412,560,1,287.9518072
413,560.294,1,270.4819277
414,560.588,1,235.5421687
415,560.882,1,216.8674699
416,561.177,1,261.4457831
417,561.471,1,165.6626506
418,561.765,1,152.4096386
419,562.059,1,259.0361446
420,562.353,1,236.746988
421,562.647,1,205.4216867
422,562.941,1,201.2048193
423,563.235,1,216.2650602
424,563.529,1,257.2289157
425,563.824,1,228.313253
426,564.118,1,152.4096386
427,564.412,1,169.8795181
428,564.706,1,294.5783133
429,565,1,107.8313253
430,565.294,1,226.5060241
431,565.588,1,165.6626506
432,565.882,1,275.9036145
433,566.177,1,312.0481928
434,566.471,1,169.2771084
435,566.765,1,217.4698795
436,567.059,1,138.5542169
437,567.353,1,160.2409639
438,567.647,1,212.6506024
439,567.941,1,180.1204819
440,568.235,1,277.7108434
441,568.529,1,84.3373494
442,568.824,1,175.3012048
443,569.118,1,223.4939759
444,569.412,1,171.0843373
445,569.706,1,186.746988
446,570,1,128.9156627
447,570.27,1,69.27710843
448,570.541,1,120.4819277
449,570.811,1,179.5180723
450,571.081,1,177.7108434
451,571.351,1,98.19277108
452,571.622,1,253.6144578
453,571.892,1,46.98795181
454,572.162,1,124.0963855
455,572.432,1,80.12048193
456,572.703,1,72.28915663
457,572.973,1,96.38554217
458,573.243,1,0
459,573.514,1,64.45783133
460,573.784,1,93.97590361
461,574.054,1,109.0361446
462,574.324,1,161.4457831
463,574.595,1,67.46987952
464,574.865,1,192.7710843
465,575.135,1,75.30120482
466,575.405,1,132.5301205
467,575.676,1,136.746988
468,575.946,1,72.89156627
469,576.216,1,122.8915663
470,576.487,1,146.3855422
471,576.757,1,213.8554217
472,577.027,1,162.0481928
473,577.297,1,155.4216867
474,577.568,1,127.1084337
475,577.838,1,103.0120482
476,578.108,1,207.2289157
477,578.378,1,87.34939759
478,578.649,1,146.3855422
479,578.919,1,167.4698795
480,579.189,1,142.7710843
481,579.46,1,190.3614458
482,579.73,1,193.373494
483,580,1,133.7349398
484,580.323,1,158.4337349
485,580.645,1,82.53012048
486,580.968,1,93.37349398
487,581.29,1,204.2168675
488,581.613,1,204.2168675
489,581.936,1,127.1084337
490,582.258,1,109.0361446
491,582.581,1,172.2891566
492,582.903,1,165.6626506
493,583.226,1,148.7951807
494,583.548,1,115.060241
495,583.871,1,21.68674699
496,584.194,1,96.98795181
497,584.516,1,99.39759036
498,584.839,1,62.65060241
499,585.161,1,185.5421687
500,585.484,1,94.57831325
501,585.807,1,63.85542169
502,586.129,1,57.22891566
503,586.452,1,96.38554217
504,586.774,1,44.57831325
505,587.097,1,19.87951807
506,587.419,1,69.87951807
507,587.742,1,60.84337349
508,588.065,1,137.9518072
509,588.387,1,91.56626506
510,588.71,1,45.18072289
511,589.032,1,142.1686747
512,589.355,1,125.9036145
513,589.677,1,130.7228916
514,590,1,55.42168675
515,590.263,1,66.26506024
516,590.526,1,148.1927711
517,590.79,1,56.62650602
518,591.053,1,193.373494
519,591.316,1,145.7831325
520,591.579,1,204.8192771
521,591.842,1,224.6987952
522,592.105,1,84.3373494
523,592.368,1,145.1807229
524,592.632,1,172.8915663
525,592.895,1,159.6385542
526,593.158,1,93.37349398
527,593.421,1,137.3493976
528,593.684,1,151.8072289
529,593.947,1,178.9156627
530,594.211,1,185.5421687
531,594.474,1,184.3373494
532,594.737,1,215.6626506
533,595,1,178.9156627
534,595.263,1,46.98795181
535,595.526,1,138.5542169
536,595.79,1,124.6987952
537,596.053,1,118.6746988
538,596.316,1,95.18072289
539,596.579,1,168.6746988
540,596.842,1,156.626506
541,597.105,1,160.2409639
542,597.368,1,185.5421687
543,597.632,1,193.373494
544,597.895,1,134.3373494
545,598.158,1,134.939759
546,598.421,1,13.25301205
547,598.684,1,142.1686747
548,598.947,1,143.9759036
549,599.211,1,154.2168675
550,599.474,1,150.6024096
551,599.737,1,72.89156627
552,600,1,127.1084337
553,600.286,1,54.81927711
554,600.571,1,23.4939759
555,600.857,1,84.3373494
556,601.143,1,45.18072289
557,601.429,1,203.0120482
558,601.714,1,33.13253012
559,602,1,109.0361446
560,602.286,1,172.2891566
561,602.571,1,161.4457831
562,602.857,1,156.0240964
563,603.143,1,188.5542169
564,603.429,1,65.06024096
565,603.714,1,89.15662651
566,604,1,202.4096386
567,604.286,1,262.0481928
568,604.571,1,151.2048193
569,604.857,1,263.253012
570,605.143,1,178.9156627
571,605.429,1,233.1325301
572,605.714,1,230.7228916
573,606,1,132.5301205
574,606.286,1,219.8795181
575,606.571,1,177.1084337
576,606.857,1,159.6385542
577,607.143,1,244.5783133
578,607.429,1,184.939759
579,607.714,1,302.4096386
580,608,1,219.2771084
581,608.286,1,271.686747
582,608.571,1,171.686747
583,608.857,1,228.313253
584,609.143,1,220.4819277
585,609.429,1,141.5662651
586,609.714,1,192.1686747
587,610,1,241.5662651
588,610.294,1,233.1325301
589,610.588,1,187.3493976
590,610.882,1,242.1686747
591,611.177,1,234.3373494
592,611.471,1,221.0843373
593,611.765,1,276.5060241
594,612.059,1,177.1084337
595,612.353,1,224.0963855
596,612.647,1,212.6506024
597,612.941,1,151.2048193
598,613.235,1,243.373494
599,613.529,1,324.0963855
600,613.824,1,233.1325301
601,614.118,1,259.0361446
602,614.412,1,206.0240964
603,614.706,1,239.7590361
604,615,1,271.686747
605,615.294,1,256.0240964
606,615.588,1,172.2891566
607,615.882,1,255.4216867
608,616.177,1,257.2289157
609,616.471,1,262.0481928
610,616.765,1,212.0481928
611,617.059,1,317.4698795
612,617.353,1,258.4337349
613,617.647,1,133.7349398
614,617.941,1,202.4096386
615,618.235,1,208.4337349
616,618.529,1,233.1325301
617,618.824,1,292.7710843
618,619.118,1,127.1084337
619,619.412,1,237.9518072
620,619.706,1,263.8554217
621,620,1,191.5662651
622,620.238,1,232.5301205
623,620.476,1,264.4578313
624,620.714,1,251.2048193
625,620.952,1,281.9277108
626,621.191,1,256.0240964
627,621.429,1,231.3253012
628,621.667,1,271.686747
629,621.905,1,266.8674699
630,622.143,1,253.0120482
631,622.381,1,305.4216867
632,622.619,1,182.5301205
633,622.857,1,187.9518072
634,623.095,1,127.7108434
635,623.333,1,240.3614458
636,623.571,1,274.0963855
637,623.81,1,226.5060241
638,624.048,1,268.0722892
639,624.286,1,248.1927711
640,624.524,1,261.4457831
641,624.762,1,225.9036145
642,625,1,204.2168675
643,625.238,1,183.1325301
644,625.476,1,207.8313253
645,625.714,1,169.8795181
646,625.952,1,212.6506024
647,626.191,1,315.060241
648,626.429,1,258.4337349
649,626.667,1,262.6506024
650,626.905,1,252.4096386
651,627.143,1,170.4819277
652,627.381,1,226.5060241
653,627.619,1,200
654,627.857,1,233.7349398
655,628.095,1,192.1686747
656,628.333,1,206.0240964
657,628.571,1,211.4457831
658,628.81,1,212.6506024
659,629.048,1,290.9638554
660,629.286,1,240.3614458
661,629.524,1,225.9036145
662,629.762,1,266.2650602
663,630,1,165.6626506
664,630.323,1,257.8313253
665,630.645,1,200.6024096
666,630.968,1,209.0361446
667,631.29,1,271.686747
668,631.613,1,224.6987952
669,631.936,1,194.5783133
670,632.258,1,219.8795181
671,632.581,1,260.2409639
672,632.903,1,213.8554217
673,633.226,1,212.0481928
674,633.548,1,265.060241
675,633.871,1,200
676,634.194,1,253.6144578
677,634.516,1,181.3253012
678,634.839,1,251.2048193
679,635.161,1,313.253012
680,635.484,1,280.1204819
681,635.807,1,242.7710843
682,636.129,1,142.7710843
683,636.452,1,232.5301205
684,636.774,1,303.0120482
685,637.097,1,179.5180723
686,637.419,1,337.3493976
687,637.742,1,156.0240964
688,638.065,1,262.6506024
689,638.387,1,239.1566265
690,638.71,1,230.1204819
691,639.032,1,295.7831325
692,639.355,1,180.1204819
693,639.677,1,170.4819277
694,640,1,245.1807229
695,640.27,1,272.8915663
696,640.541,1,286.1445783
697,640.811,1,144.5783133
698,641.081,1,269.8795181
699,641.351,1,236.1445783
700,641.622,1,259.0361446
701,641.892,1,203.6144578
702,642.162,1,186.1445783
703,642.432,1,256.0240964
704,642.703,1,251.2048193
705,642.973,1,331.3253012
706,643.243,1,237.3493976
707,643.514,1,246.9879518
708,643.784,1,350.6024096
709,644.054,1,201.8072289
710,644.324,1,322.8915663
711,644.595,1,211.4457831
712,644.865,1,248.7951807
713,645.135,1,186.746988
714,645.405,1,125.9036145
715,645.676,1,242.7710843
716,645.946,1,319.8795181
717,646.216,1,242.7710843
718,646.487,1,253.6144578
719,646.757,1,215.060241
720,647.027,1,269.8795181
721,647.297,1,277.7108434
722,647.568,1,271.0843373
723,647.838,1,231.3253012
724,648.108,1,196.3855422
725,648.378,1,227.1084337
726,648.649,1,221.0843373
727,648.919,1,309.0361446
728,649.189,1,309.6385542
729,649.46,1,277.7108434
730,649.73,1,204.8192771
731,650,1,183.7349398
732,650.294,1,259.0361446
733,650.588,1,213.253012
734,650.882,1,289.7590361
735,651.177,1,222.2891566
736,651.471,1,203.0120482
737,651.765,1,324.6987952
738,652.059,1,203.6144578
739,652.353,1,228.313253
740,652.647,1,316.2650602
741,652.941,1,185.5421687
742,653.235,1,232.5301205
743,653.529,1,250
744,653.824,1,224.6987952
745,654.118,1,237.9518072
746,654.412,1,275.3012048
747,654.706,1,246.3855422
748,655,1,274.0963855
749,655.294,1,258.4337349
750,655.588,1,234.939759
751,655.882,1,172.2891566
752,656.177,1,234.3373494
753,656.471,1,273.4939759
754,656.765,1,264.4578313
755,657.059,1,317.4698795
756,657.353,1,225.3012048
757,657.647,1,235.5421687
758,657.941,1,287.9518072
759,658.235,1,284.3373494
760,658.529,1,256.0240964
761,658.824,1,219.8795181
762,659.118,1,188.5542169
763,659.412,1,208.4337349
764,659.706,1,344.5783133
765,660,1,226.5060241
766,660.303,1,242.7710843
767,660.606,1,342.7710843
768,660.909,1,172.2891566
769,661.212,1,271.0843373
770,661.515,1,172.2891566
771,661.818,1,231.3253012
772,662.121,1,265.6626506
773,662.424,1,128.313253
774,662.727,1,243.373494
775,663.03,1,228.9156627
776,663.333,1,290.3614458
777,663.636,1,282.5301205
778,663.939,1,215.6626506
779,664.242,1,243.9759036
780,664.546,1,186.1445783
781,664.849,1,240.3614458
782,665.152,1,199.3975904
783,665.455,1,240.9638554
784,665.758,1,265.6626506
785,666.061,1,277.1084337
786,666.364,1,240.3614458
787,666.667,1,280.1204819
788,666.97,1,331.3253012
789,667.273,1,247.5903614
790,667.576,1,175.3012048
791,667.879,1,324.0963855
792,668.182,1,142.1686747
793,668.485,1,196.3855422
794,668.788,1,201.8072289
795,669.091,1,235.5421687
796,669.394,1,313.8554217
797,669.697,1,248.1927711
798,670,1,269.8795181
799,670.313,1,240.3614458
800,670.625,1,228.313253
801,670.938,1,278.313253
802,671.25,1,143.9759036
803,671.563,1,327.7108434
804,671.875,1,236.746988
805,672.188,1,272.8915663
806,672.5,1,219.2771084
807,672.813,1,298.7951807
808,673.125,1,355.4216867
809,673.438,1,216.8674699
810,673.75,1,201.2048193
811,674.063,1,218.6746988
812,674.375,1,283.7349398
813,674.688,1,304.8192771
814,675,1,227.1084337
815,675.313,1,296.3855422
816,675.625,1,257.2289157
817,675.938,1,286.1445783
818,676.25,1,216.2650602
819,676.563,1,245.7831325
820,676.875,1,264.4578313
821,677.188,1,238.5542169
822,677.5,1,280.1204819
823,677.813,1,270.4819277
824,678.125,1,216.2650602
825,678.438,1,296.9879518
826,678.75,1,142.7710843
827,679.063,1,377.7108434
828,679.375,1,259.6385542
829,679.688,1,224.0963855
830,680,1,225.3012048
831,680.4,1,168.0722892
832,680.8,1,262.6506024
833,681.2,1,318.6746988
834,681.6,1,225.3012048
835,682,1,258.4337349
836,682.4,1,281.9277108
837,682.8,1,261.4457831
838,683.2,1,246.3855422
839,683.6,1,343.9759036
840,684,1,188.5542169
841,684.4,1,223.4939759
842,684.8,1,178.9156627
843,685.2,1,185.5421687
844,685.6,1,252.4096386
845,686,1,247.5903614
846,686.4,1,277.1084337
847,686.8,1,199.3975904
848,687.2,1,133.7349398
849,687.6,1,195.7831325
850,688,1,156.0240964
851,688.4,1,181.3253012
852,688.8,1,175.9036145
853,689.2,1,141.5662651
854,689.6,1,173.4939759
855,690,1,201.8072289
856,690.286,1,163.253012
857,690.571,1,222.2891566
858,690.857,1,156.0240964
859,691.143,1,135.5421687
860,691.429,1,145.1807229
861,691.714,1,134.3373494
862,692,1,28.91566265
863,692.286,1,191.5662651
864,692.571,1,115.6626506
865,692.857,1,137.9518072
866,693.143,1,112.6506024
867,693.429,1,128.9156627
868,693.714,1,124.0963855
869,694,1,31.92771084
870,694.286,1,146.9879518
871,694.571,1,119.8795181
872,694.857,1,206.626506
873,695.143,1,119.8795181
874,695.429,1,68.6746988
875,695.714,1,177.7108434
876,696,1,198.1927711
877,696.286,1,100.6024096
878,696.571,1,165.6626506
879,696.857,1,145.1807229
880,697.143,1,137.3493976
881,697.429,1,263.253012
882,697.714,1,180.1204819
883,698,1,248.7951807
884,698.286,1,221.0843373
885,698.571,1,193.9759036
886,698.857,1,146.3855422
887,699.143,1,257.8313253
888,699.429,1,243.9759036
889,699.714,1,173.4939759
890,700,1,162.0481928
891,700.294,1,211.4457831
892,700.588,1,240.9638554
893,700.882,1,257.8313253
894,701.177,1,263.253012
895,701.471,1,275.9036145
896,701.765,1,301.2048193
897,702.059,1,217.4698795
898,702.353,1,208.4337349
899,702.647,1,254.8192771
900,702.941,1,230.7228916
901,703.235,1,211.4457831
902,703.529,1,262.6506024
903,703.824,1,265.6626506
904,704.118,1,237.9518072
905,704.412,1,337.9518072
906,704.706,1,217.4698795
907,705,1,162.6506024
908,705.294,1,307.2289157
909,705.588,1,166.8674699
910,705.882,1,217.4698795
911,706.177,1,164.4578313
912,706.471,1,276.5060241
913,706.765,1,281.3253012
914,707.059,1,247.5903614
915,707.353,1,330.1204819
916,707.647,1,230.7228916
917,707.941,1,241.5662651
918,708.235,1,295.1807229
919,708.529,1,234.939759
920,708.824,1,388.5542169
921,709.118,1,189.7590361
922,709.412,1,252.4096386
923,709.706,1,248.7951807
924,710,1,266.8674699
925,710.313,1,306.626506
926,710.625,1,260.8433735
927,710.938,1,255.4216867
928,711.25,1,227.1084337
929,711.563,1,293.9759036
930,711.875,1,235.5421687
931,712.188,1,201.8072289
932,712.5,1,396.9879518
933,712.813,1,237.9518072
934,713.125,1,268.0722892
935,713.438,1,261.4457831
936,713.75,1,269.2771084
937,714.063,1,317.4698795
938,714.375,1,256.626506
939,714.688,1,269.2771084
940,715,1,306.626506
941,715.313,1,290.9638554
942,715.625,1,352.4096386
943,715.938,1,235.5421687
944,716.25,1,396.3855422
945,716.563,1,266.8674699
946,716.875,1,319.8795181
947,717.188,1,284.939759
948,717.5,1,203.0120482
949,717.813,1,268.0722892
950,718.125,1,305.4216867
951,718.438,1,305.4216867
952,718.75,1,292.7710843
953,719.063,1,262.0481928
954,719.375,1,293.9759036
955,719.688,1,286.746988
956,720,1,358.4337349
957,720.294,1,236.1445783
958,720.588,1,222.8915663
959,720.882,1,269.2771084
960,721.177,1,255.4216867
961,721.471,1,336.1445783
962,721.765,1,271.686747
963,722.059,1,318.6746988
964,722.353,1,332.5301205
965,722.647,1,199.3975904
966,722.941,1,289.7590361
967,723.235,1,212.0481928
968,723.529,1,300.6024096
969,723.824,1,248.1927711
970,724.118,1,245.7831325
971,724.412,1,301.2048193
972,724.706,1,263.253012
973,725,1,247.5903614
974,725.294,1,373.4939759
975,725.588,1,257.2289157
976,725.882,1,316.8674699
977,726.177,1,302.4096386
978,726.471,1,241.5662651
979,726.765,1,240.9638554
980,727.059,1,297.5903614
981,727.353,1,224.6987952
982,727.647,1,252.4096386
983,727.941,1,332.5301205
984,728.235,1,253.0120482
985,728.529,1,302.4096386
986,728.824,1,242.7710843
987,729.118,1,242.7710843
988,729.412,1,303.0120482
989,729.706,1,224.0963855
990,730,1,288.5542169
991,730.25,1,224.6987952
992,730.5,1,273.4939759
993,730.75,1,329.5180723
994,731,1,257.8313253
995,731.25,1,282.5301205
996,731.5,1,306.626506
997,731.75,1,220.4819277
998,732,1,234.3373494
999,732.25,1,346.9879518
1000,732.5,1,311.4457831
1001,732.75,1,295.1807229
1002,733,1,219.8795181
1003,733.25,1,188.5542169
1004,733.5,1,272.8915663
1005,733.75,1,319.8795181
1006,734,1,259.0361446
1007,734.25,1,203.0120482
1008,734.5,1,248.7951807
1009,734.75,1,248.1927711
1010,735,1,282.5301205
1011,735.25,1,309.0361446
1012,735.5,1,275.3012048
1013,735.75,1,254.2168675
1014,736,1,237.9518072
1015,736.25,1,277.1084337
1016,736.5,1,310.2409639
